loan_id,application_date,settlement_date,state,postcode_region,property_type,occupancy_type,loan_purpose,first_home_buyer,channel,loan_amount,property_value,deposit_amount,lvr_pct,interest_rate_pct,term_years,repayment_type,monthly_repayment,application_status,days_to_decision,credit_score_band,debt_to_income_ratio,arrears_days,hardship_flag,annual_household_income,current_balance
HL-00242,2026-01-08,2026-02-03,QLD,Outer Regional,Townhouse,Owner Occupied,Purchase,true,Direct,671000.00,834000.00,163000.00,80.45,5.703,30,Principal and Interest,3895.76,Active,7,Good,6.28,0,false,106800.00,593888.38
HL-00243,2026-01-06,,NSW,Metro,House,Owner Occupied,Purchase,false,Broker,470000.00,664000.00,194000.00,70.73,6.153,25,Principal and Interest,3072.33,Approved,7,Good,6.94,0,false,75000.00,0.00
HL-00244,2026-01-07,,NSW,Metro,Apartment,Owner Occupied,Purchase,false,Broker,395000.00,630000.00,235000.00,62.66,6.385,30,Principal and Interest,2466.87,Declined,10,Limited,7.18,0,false,75000.00,0.00
HL-00245,2026-01-16,2026-03-01,VIC,Metro,Apartment,Investment,Purchase,false,Digital,852000.00,1208000.00,356000.00,70.49,5.820,30,Principal and Interest,5009.99,Active,4,Very Good,6.14,0,false,138800.00,843330.25
HL-00246,2026-01-23,2026-02-25,VIC,Metro,Townhouse,Owner Occupied,Refinance,false,Broker,525000.00,809000.00,284000.00,64.85,5.633,30,Principal and Interest,3024.85,Active,7,Good,5.54,0,false,94800.00,510616.47
HL-00247,2026-01-12,2026-02-08,NSW,Metro,House,Owner Occupied,Purchase,false,Direct,829000.00,1140000.00,311000.00,72.75,6.545,30,Principal and Interest,5264.40,Active,7,Good,6.44,0,false,128700.00,811370.55
HL-00248,2026-01-21,,NSW,Inner Regional,House,Investment,Purchase,false,Broker,748000.00,1162000.00,414000.00,64.36,5.451,30,Principal and Interest,4224.09,Declined,9,Good,6.27,0,false,119300.00,0.00
HL-00249,2026-01-28,2026-02-24,VIC,Metro,Apartment,Investment,Construction,false,Digital,456000.00,681000.00,225000.00,66.89,6.086,30,Principal and Interest,2759.21,Active,1,Good,3.08,0,false,148100.00,397148.88
HL-00250,2026-01-02,2026-02-21,VIC,Metro,Apartment,Owner Occupied,Purchase,false,Broker,739000.00,1004000.00,265000.00,73.65,5.968,25,Principal and Interest,4746.94,Active,7,Excellent,2.76,0,false,267800.00,687508.11
HL-00251,2026-01-19,,QLD,Outer Regional,Apartment,Owner Occupied,Purchase,false,Direct,641000.00,816000.00,175000.00,78.57,6.414,30,Principal and Interest,4015.37,Declined,6,Very Good,2.35,0,false,272800.00,0.00
HL-00252,2026-01-12,2026-03-09,QLD,Metro,House,Investment,Purchase,true,Direct,776000.00,969000.00,193000.00,80.07,6.640,35,Interest Only,4293.87,Active,2,Very Good,2.77,0,false,280100.00,681116.34
HL-00253,2026-01-07,2026-02-16,VIC,Inner Regional,House,Owner Occupied,Purchase,false,Digital,778000.00,1067000.00,289000.00,72.90,6.332,35,Principal and Interest,4610.87,Active,9,Fair,6.68,0,false,116500.00,727827.46
HL-00254,2026-01-22,2026-03-08,VIC,Metro,Land,Owner Occupied,Purchase,true,Direct,821000.00,909000.00,88000.00,90.34,6.394,30,Principal and Interest,5132.18,Active,7,Good,4.05,0,false,202700.00,760999.42
HL-00255,2026-01-15,,NSW,Metro,House,Owner Occupied,Purchase,true,Direct,777000.00,1079000.00,302000.00,72.00,5.737,30,Principal and Interest,4527.95,Approved,3,Very Good,2.41,0,false,322400.00,0.00
HL-00256,2026-01-16,2026-02-05,VIC,Outer Regional,House,Investment,Purchase,true,Direct,877000.00,1027000.00,150000.00,85.35,6.684,30,Principal and Interest,5649.78,Active,10,Very Good,5.13,0,false,171000.00,863291.45
HL-00257,2026-01-30,,NSW,Metro,Townhouse,Owner Occupied,Purchase,false,Direct,556000.00,928000.00,372000.00,59.90,6.636,30,Principal and Interest,3564.17,Approved,9,Very Good,6.80,0,false,81800.00,0.00
HL-00258,2026-01-25,2026-02-22,VIC,Metro,Apartment,Owner Occupied,Purchase,true,Broker,920000.00,1024000.00,104000.00,89.83,5.732,30,Principal and Interest,5358.35,Active,7,Excellent,2.30,0,false,400000.00,879195.89
HL-00259,2026-01-08,2026-02-19,VIC,Metro,Apartment,Owner Occupied,Purchase,false,Direct,409000.00,637000.00,228000.00,64.17,5.376,25,Principal and Interest,2481.42,Active,3,Very Good,2.70,0,false,151500.00,379484.51
HL-00260,2026-01-19,2026-02-13,WA,Metro,House,Owner Occupied,Purchase,true,Broker,512000.00,544000.00,32000.00,94.17,6.260,25,Principal and Interest,3380.67,Active,9,Excellent,2.65,0,false,193200.00,457557.58
HL-00261,2026-02-13,2026-04-07,NSW,Outer Regional,Apartment,Owner Occupied,Purchase,true,Digital,1099000.00,1312000.00,213000.00,83.78,5.624,35,Principal and Interest,5991.38,Active,5,Very Good,7.14,0,false,153900.00,1021896.17
HL-00262,2026-02-16,,NSW,Metro,Apartment,Owner Occupied,Purchase,false,Broker,613000.00,1131000.00,518000.00,54.20,5.559,30,Principal and Interest,3503.27,Declined,9,Excellent,3.79,0,false,161700.00,0.00
HL-00263,2026-02-19,,NSW,Metro,Apartment,Owner Occupied,Purchase,true,Digital,576000.00,615000.00,39000.00,93.61,5.920,30,Interest Only,2841.60,Withdrawn,3,Fair,4.30,0,false,134000.00,0.00
HL-00264,2026-02-03,,VIC,Metro,House,Investment,Purchase,true,Digital,665000.00,876000.00,211000.00,75.97,6.660,30,Principal and Interest,4273.47,Approved,6,Good,6.20,0,false,107300.00,0.00
HL-00265,2026-02-12,2026-03-02,VIC,Outer Regional,Townhouse,Owner Occupied,Refinance,false,Broker,774000.00,1222000.00,448000.00,63.33,5.452,30,Principal and Interest,4371.41,Active,7,Very Good,4.32,0,false,179200.00,700690.00
HL-00266,2026-02-06,,NSW,Metro,House,Owner Occupied,Purchase,false,Direct,857000.00,982000.00,125000.00,87.28,6.367,30,Principal and Interest,5342.08,Declined,10,Excellent,2.18,0,false,393100.00,0.00
HL-00267,2026-02-18,2026-03-10,VIC,Metro,House,Owner Occupied,Purchase,false,Broker,559000.00,877000.00,318000.00,63.79,5.561,30,Interest Only,2590.50,Active,7,Excellent,3.30,10,true,169400.00,539939.06
HL-00268,2026-02-05,,VIC,Outer Regional,House,Owner Occupied,Purchase,false,Digital,844000.00,1131000.00,287000.00,74.61,5.600,25,Principal and Interest,5233.42,Withdrawn,5,Very Good,5.73,0,false,147300.00,0.00
HL-00269,2026-02-17,,NSW,Metro,House,Owner Occupied,Purchase,false,Direct,404000.00,638000.00,234000.00,63.27,5.458,25,Principal and Interest,2470.79,Withdrawn,6,Excellent,5.29,0,false,76400.00,0.00
HL-00270,2026-02-03,2026-02-21,VIC,Outer Regional,House,Investment,Purchase,false,Direct,567000.00,766000.00,199000.00,73.99,6.189,30,Principal and Interest,3468.65,Active,9,Excellent,6.88,0,false,82400.00,558399.22
HL-00271,2026-02-24,2026-03-24,NSW,Metro,House,Owner Occupied,Purchase,false,Direct,735000.00,1422000.00,687000.00,51.67,6.449,30,Principal and Interest,4621.08,Active,7,Good,7.19,0,false,102200.00,652114.71
HL-00272,2026-02-20,2026-04-13,VIC,Metro,Apartment,Investment,Refinance,false,Broker,648000.00,949000.00,301000.00,68.31,6.588,30,Principal and Interest,4133.37,Active,4,Good,4.98,0,false,130100.00,616377.26
HL-00273,2026-02-08,2026-03-31,NSW,Metro,House,Owner Occupied,Purchase,false,Broker,545000.00,702000.00,157000.00,77.67,6.447,30,Principal and Interest,3425.80,Active,11,Excellent,2.65,0,false,205700.00,530539.70
HL-00274,2026-02-19,2026-04-02,NSW,Metro,House,Owner Occupied,Purchase,false,Direct,553000.00,865000.00,312000.00,63.91,6.284,25,Principal and Interest,3659.60,Active,4,Limited,4.03,0,false,137200.00,497281.42
HL-00275,2026-02-19,2026-04-11,VIC,Inner Regional,Townhouse,Owner Occupied,Purchase,true,Digital,523000.00,674000.00,151000.00,77.58,5.914,25,Principal and Interest,3342.26,Active,7,Good,6.39,0,false,81800.00,517033.39
HL-00276,2026-02-17,2026-04-08,VIC,Inner Regional,House,Owner Occupied,Purchase,false,Digital,586000.00,735000.00,149000.00,79.77,5.898,30,Principal and Interest,3475.03,Active,5,Good,2.45,0,false,239200.00,563577.58
HL-00277,2026-02-22,,QLD,Metro,House,Owner Occupied,Purchase,false,Broker,317000.00,464000.00,147000.00,68.34,6.275,30,Principal and Interest,1956.98,Declined,6,Excellent,4.71,0,false,75000.00,0.00
HL-00278,2026-02-24,,VIC,Metro,Land,Owner Occupied,Refinance,false,Digital,598000.00,833000.00,235000.00,71.84,6.631,30,Principal and Interest,3831.43,Approved,6,Good,4.06,0,false,147300.00,0.00
HL-00279,2026-02-02,2026-02-20,VIC,Inner Regional,House,Investment,Refinance,true,Broker,966000.00,1113000.00,147000.00,86.76,5.911,25,Principal and Interest,6171.50,Active,12,Good,5.78,0,false,167100.00,890241.85
HL-00280,2026-02-05,2026-03-29,ACT,Metro,House,Owner Occupied,Purchase,true,Broker,604000.00,725000.00,121000.00,83.31,6.387,30,Principal and Interest,3772.92,Active,8,Very Good,6.35,0,false,95100.00,535252.52
HL-00281,2026-03-21,,SA,Metro,House,Owner Occupied,Equity Release,false,Direct,564000.00,731000.00,167000.00,77.11,5.961,30,Principal and Interest,3367.34,Declined,4,Good,3.76,0,false,150000.00,0.00
HL-00282,2026-03-09,2026-04-28,WA,Metro,Townhouse,Owner Occupied,Purchase,false,Direct,352000.00,511000.00,159000.00,68.96,5.434,30,Principal and Interest,1984.07,Active,5,Good,4.51,0,false,78000.00,328883.97
HL-00283,2026-03-09,2026-05-06,NSW,Metro,House,Investment,Purchase,false,Direct,616000.00,913000.00,297000.00,67.46,5.941,25,Principal and Interest,3946.71,Active,7,Very Good,6.10,0,false,101000.00,572511.61
HL-00284,2026-03-08,2026-04-12,QLD,Metro,House,Investment,Purchase,false,Broker,262000.00,423000.00,161000.00,61.98,5.905,25,Principal and Interest,1672.89,Active,6,Good,5.65,0,false,75000.00,251026.62
HL-00285,2026-03-22,2026-04-27,WA,Metro,House,Owner Occupied,Purchase,true,Digital,415000.00,483000.00,68000.00,85.93,6.628,30,Principal and Interest,2658.11,Active,1,Good,5.34,0,false,77700.00,366576.09
HL-00286,2026-03-13,2026-04-08,SA,Metro,House,Owner Occupied,Purchase,true,Broker,685000.00,798000.00,113000.00,85.79,6.410,30,Principal and Interest,4289.20,Active,9,Excellent,3.78,0,false,181200.00,614116.36
HL-00287,2026-03-16,,NSW,Inner Regional,House,Owner Occupied,Purchase,false,Broker,520000.00,646000.00,126000.00,80.54,5.967,30,Principal and Interest,3106.64,Approved,10,Very Good,4.97,0,false,104600.00,0.00
HL-00288,2026-03-25,,VIC,Metro,Apartment,Owner Occupied,Refinance,false,Broker,585000.00,749000.00,164000.00,78.10,5.856,30,Principal and Interest,3453.40,Declined,6,Good,4.34,0,false,134800.00,0.00
HL-00289,2026-03-10,2026-05-04,QLD,Metro,House,Owner Occupied,Refinance,false,Broker,450000.00,577000.00,127000.00,77.96,6.196,30,Principal and Interest,2754.94,Active,4,Excellent,2.46,35,false,182900.00,396708.00
HL-00290,2026-03-07,,NSW,Metro,Apartment,Owner Occupied,Refinance,false,Digital,705000.00,830000.00,125000.00,84.99,5.635,30,Principal and Interest,4062.83,Approved,5,Good,5.97,0,false,118100.00,0.00
HL-00291,2026-03-22,2026-04-16,SA,Inner Regional,House,Investment,Purchase,false,Broker,676000.00,792000.00,116000.00,85.33,5.439,30,Principal and Interest,3812.42,Active,5,Good,4.00,0,false,169000.00,645563.18
HL-00292,2026-03-16,2026-04-22,NSW,Metro,Land,Owner Occupied,Purchase,false,Broker,471000.00,745000.00,274000.00,63.24,5.528,35,Principal and Interest,2537.99,Active,8,Good,3.87,0,false,121700.00,420776.87
HL-00293,2026-03-06,,VIC,Inner Regional,House,Owner Occupied,Purchase,false,Direct,1047000.00,1277000.00,230000.00,81.99,5.376,30,Principal and Interest,5863.55,Withdrawn,6,Excellent,2.36,0,false,443600.00,0.00
HL-00294,2026-03-10,2026-04-07,QLD,Metro,House,Investment,Purchase,false,Broker,547000.00,747000.00,200000.00,73.20,5.525,30,Principal and Interest,3114.39,Active,8,Good,5.31,0,false,103000.00,502850.78
HL-00295,2026-03-03,,VIC,Outer Regional,Land,Owner Occupied,Purchase,false,Broker,479000.00,815000.00,336000.00,58.82,6.230,30,Principal and Interest,2943.06,Declined,9,Good,2.56,0,false,187100.00,0.00
HL-00296,2026-03-07,2026-04-11,VIC,Metro,Apartment,Investment,Purchase,false,Broker,766000.00,978000.00,212000.00,78.30,5.562,25,Principal and Interest,4732.31,Active,7,Very Good,2.81,0,false,272600.00,675876.77
HL-00297,2026-03-12,2026-04-01,VIC,Metro,House,Owner Occupied,Refinance,true,Broker,768000.00,1000000.00,232000.00,76.78,5.938,25,Principal and Interest,4919.17,Active,7,Very Good,3.28,0,false,234100.00,746328.25
HL-00298,2026-03-14,2026-04-29,VIC,Metro,Townhouse,Owner Occupied,Purchase,false,Direct,343000.00,504000.00,161000.00,68.11,5.491,25,Interest Only,1569.51,Active,7,Very Good,2.23,0,false,153800.00,305108.39
HL-00299,2026-03-14,2026-04-18,NSW,Metro,House,Owner Occupied,Purchase,true,Direct,474000.00,574000.00,100000.00,82.64,6.225,25,Principal and Interest,3119.51,Active,4,Very Good,5.48,0,false,86500.00,457518.08
HL-00300,2026-03-27,2026-04-14,WA,Metro,House,Owner Occupied,Refinance,false,Broker,410000.00,663000.00,253000.00,61.77,6.451,30,Principal and Interest,2578.28,Active,8,Very Good,5.27,0,false,77800.00,388755.06
HL-00301,2026-04-26,2026-06-12,TAS,Metro,House,Investment,Purchase,true,Direct,474000.00,667000.00,193000.00,71.00,5.584,30,Principal and Interest,2716.35,Active,5,Fair,5.21,0,false,91000.00,459256.38
HL-00302,2026-04-30,,VIC,Outer Regional,House,Owner Occupied,Purchase,false,Digital,970000.00,1251000.00,281000.00,77.55,5.717,25,Principal and Interest,6083.00,Declined,5,Good,4.95,0,false,196000.00,0.00
HL-00303,2026-04-10,2026-05-25,NSW,Inner Regional,House,Owner Occupied,Purchase,false,Digital,421000.00,590000.00,169000.00,71.43,6.649,30,Principal and Interest,2702.39,Active,7,Very Good,5.48,0,false,76800.00,369417.39
HL-00304,2026-04-04,,NSW,Metro,House,Investment,Equity Release,false,Broker,711000.00,1139000.00,428000.00,62.39,5.729,25,Principal and Interest,4463.93,Approved,7,Good,3.72,0,false,191100.00,0.00
HL-00305,2026-04-16,2026-05-09,SA,Metro,House,Owner Occupied,Construction,true,Broker,771000.00,880000.00,109000.00,87.63,6.263,30,Principal and Interest,4753.70,Active,9,Good,2.66,0,false,289800.00,710803.87
HL-00306,2026-04-22,2026-05-13,SA,Metro,House,Owner Occupied,Purchase,true,Broker,578000.00,654000.00,76000.00,88.32,5.978,30,Principal and Interest,3457.23,Active,10,Fair,6.69,0,false,86400.00,518645.14
HL-00307,2026-04-11,2026-05-21,WA,Inner Regional,Townhouse,Owner Occupied,Purchase,false,Broker,383000.00,430000.00,47000.00,89.13,6.404,30,Principal and Interest,2396.69,Active,9,Fair,2.33,0,false,164400.00,331870.23
HL-00308,2026-04-17,2026-05-28,VIC,Outer Regional,House,Owner Occupied,Purchase,false,Broker,707000.00,1028000.00,321000.00,68.82,6.485,30,Principal and Interest,4461.75,Active,12,Very Good,2.49,0,false,283900.00,660349.72
HL-00309,2026-04-22,2026-05-23,NSW,Metro,House,Investment,Purchase,false,Broker,719000.00,1086000.00,367000.00,66.20,6.258,30,Principal and Interest,4430.75,Active,5,Fair,2.91,19,false,247100.00,618819.27
HL-00310,2026-04-15,2026-05-11,VIC,Metro,House,Owner Occupied,Purchase,false,Direct,859000.00,1301000.00,442000.00,66.04,5.766,30,Principal and Interest,5021.63,Active,9,Fair,6.36,0,false,135100.00,744595.43
HL-00311,2026-04-30,2026-06-08,WA,Metro,House,Owner Occupied,Purchase,false,Broker,667000.00,819000.00,152000.00,81.48,6.234,30,Principal and Interest,4099.90,Active,7,Very Good,6.39,0,false,104400.00,635513.25
HL-00312,2026-04-12,2026-05-02,ACT,Inner Regional,House,Owner Occupied,Purchase,false,Direct,757000.00,960000.00,203000.00,78.82,5.396,25,Principal and Interest,4601.74,Active,6,Good,2.78,0,false,272300.00,749977.01
HL-00313,2026-04-02,2026-04-25,NSW,Metro,House,Owner Occupied,Purchase,true,Broker,649000.00,683000.00,34000.00,95.00,6.030,25,Principal and Interest,4193.43,Active,12,Very Good,6.87,0,false,94500.00,630905.10
HL-00314,2026-04-25,2026-06-09,NSW,Inner Regional,House,Owner Occupied,Construction,false,Broker,723000.00,1076000.00,353000.00,67.20,6.233,30,Principal and Interest,4443.64,Active,9,Very Good,5.04,0,false,143500.00,718846.01
HL-00315,2026-04-01,2026-05-21,QLD,Inner Regional,Apartment,Investment,Purchase,false,Digital,545000.00,851000.00,306000.00,64.10,6.221,30,Principal and Interest,3345.39,Active,3,Excellent,3.83,52,false,142300.00,488787.08
HL-00316,2026-04-26,2026-06-04,NSW,Metro,Apartment,Owner Occupied,Purchase,true,Direct,522000.00,574000.00,52000.00,91.01,6.460,30,Principal and Interest,3285.68,Active,5,Very Good,2.25,0,false,232000.00,467098.07
HL-00317,2026-04-26,2026-06-22,NSW,Metro,House,Owner Occupied,Equity Release,true,Direct,833000.00,939000.00,106000.00,88.68,6.276,30,Principal and Interest,5143.02,Active,7,Excellent,4.08,0,false,204200.00,800351.41
HL-00318,2026-04-24,2026-05-24,VIC,Metro,House,Investment,Purchase,false,Broker,848000.00,1303000.00,455000.00,65.11,5.462,30,Principal and Interest,4794.65,Active,5,Very Good,6.25,0,false,135700.00,736392.74
HL-00319,2026-04-18,2026-05-25,NSW,Metro,Apartment,Owner Occupied,Purchase,true,Digital,809000.00,963000.00,154000.00,84.06,5.810,30,Principal and Interest,4751.99,Active,6,Fair,3.12,41,false,259300.00,732573.90
HL-00320,2026-04-27,2026-06-01,VIC,Inner Regional,Apartment,Owner Occupied,Purchase,false,Direct,707000.00,969000.00,262000.00,72.96,5.359,30,Principal and Interest,3951.95,Active,4,Very Good,2.41,0,false,293400.00,654421.26
HL-00321,2026-05-31,2026-06-30,VIC,Metro,House,Owner Occupied,Purchase,true,Broker,522000.00,622000.00,100000.00,83.92,5.853,25,Principal and Interest,3316.50,Active,6,Very Good,3.06,0,false,170600.00,500238.52
HL-00322,2026-05-26,2026-07-21,VIC,Metro,House,Owner Occupied,Purchase,false,Broker,700000.00,1109000.00,409000.00,63.12,6.561,35,Principal and Interest,4258.45,Active,13,Excellent,2.14,0,false,327100.00,659615.34
HL-00323,2026-05-10,2026-06-08,NSW,Metro,House,Owner Occupied,Purchase,true,Direct,624000.00,716000.00,92000.00,87.13,6.447,30,Principal and Interest,3922.38,Active,7,Good,5.69,0,false,109700.00,566071.23
HL-00324,2026-05-27,,NSW,Metro,House,Owner Occupied,Refinance,true,Direct,773000.00,878000.00,105000.00,88.01,5.350,30,Principal and Interest,4316.54,Withdrawn,8,Very Good,5.04,0,false,153400.00,0.00
HL-00325,2026-05-19,2026-06-12,WA,Metro,House,Owner Occupied,Purchase,true,Broker,936000.00,1010000.00,74000.00,92.72,5.921,30,Principal and Interest,5564.34,Active,6,Fair,6.22,0,false,150500.00,884024.63
HL-00326,2026-05-31,2026-06-18,NSW,Metro,Townhouse,Owner Occupied,Purchase,false,Direct,1150000.00,1310000.00,160000.00,87.75,6.572,30,Principal and Interest,7323.32,Active,7,Excellent,2.79,0,false,412200.00,1123297.55
HL-00327,2026-05-30,2026-07-20,NSW,Metro,House,Owner Occupied,Purchase,false,Broker,788000.00,1050000.00,262000.00,75.06,6.141,30,Principal and Interest,4796.13,Active,5,Fair,5.25,0,false,150100.00,697635.76
HL-00328,2026-05-02,2026-06-05,QLD,Metro,Townhouse,Investment,Purchase,false,Broker,720000.00,1033000.00,313000.00,69.72,5.535,30,Principal and Interest,4103.91,Active,8,Good,3.66,0,false,196700.00,705663.42
HL-00329,2026-05-26,2026-06-28,VIC,Metro,Apartment,Owner Occupied,Purchase,false,Broker,643000.00,762000.00,119000.00,84.41,5.722,25,Interest Only,3066.04,Active,9,Good,4.20,0,false,153100.00,632096.38
HL-00330,2026-05-20,2026-06-11,NSW,Metro,House,Owner Occupied,Purchase,false,Broker,705000.00,1152000.00,447000.00,61.19,5.402,30,Principal and Interest,3959.67,Active,12,Excellent,3.06,30,true,230400.00,670462.56
HL-00331,2026-05-01,,NSW,Metro,House,Investment,Purchase,false,Broker,439000.00,653000.00,214000.00,67.16,6.412,30,Interest Only,2345.72,Approved,10,Very Good,7.02,0,false,75000.00,0.00
HL-00332,2026-05-20,,VIC,Metro,House,Investment,Purchase,true,Broker,999000.00,1233000.00,234000.00,80.99,6.584,30,Principal and Interest,6369.65,Declined,8,Excellent,4.68,0,false,213500.00,0.00
HL-00333,2026-05-17,,NSW,Outer Regional,House,Owner Occupied,Purchase,false,Broker,852000.00,1057000.00,205000.00,80.59,5.412,30,Principal and Interest,4790.63,Declined,5,Very Good,6.95,0,false,122600.00,0.00
HL-00334,2026-05-22,2026-07-03,VIC,Outer Regional,House,Owner Occupied,Purchase,false,Broker,563000.00,862000.00,299000.00,65.35,5.932,25,Interest Only,2783.10,Active,12,Good,6.35,0,false,88700.00,501578.29
HL-00335,2026-05-27,,VIC,Metro,House,Investment,Refinance,false,Broker,644000.00,1288000.00,644000.00,50.00,6.238,30,Principal and Interest,3960.19,Approved,10,Good,6.53,0,false,98600.00,0.00
HL-00336,2026-05-11,2026-06-03,VIC,Metro,House,Owner Occupied,Purchase,false,Digital,772000.00,1312000.00,540000.00,58.81,6.089,35,Principal and Interest,4448.10,Active,8,Excellent,2.14,0,false,360700.00,714650.93
HL-00337,2026-05-16,2026-06-09,NSW,Metro,House,Owner Occupied,Refinance,false,Broker,388000.00,629000.00,241000.00,61.69,6.539,35,Principal and Interest,2354.52,Active,9,Good,5.03,0,false,77100.00,353603.53
HL-00338,2026-05-24,2026-06-13,VIC,Metro,Apartment,Owner Occupied,Refinance,false,Direct,619000.00,740000.00,121000.00,83.60,5.552,30,Principal and Interest,3534.84,Active,5,Very Good,4.79,0,false,129200.00,594191.25
HL-00339,2026-05-21,2026-06-09,SA,Metro,Apartment,Owner Occupied,Construction,false,Broker,616000.00,906000.00,290000.00,68.03,6.015,30,Principal and Interest,3699.17,Active,9,Good,2.71,0,false,227300.00,599094.02
HL-00340,2026-05-15,2026-06-02,QLD,Metro,House,Investment,Purchase,false,Broker,418000.00,639000.00,221000.00,65.45,5.857,25,Principal and Interest,2656.76,Active,6,Very Good,6.50,0,false,75000.00,385799.72
HL-00341,2026-06-09,2026-07-25,VIC,Metro,House,Owner Occupied,Purchase,true,Broker,825000.00,995000.00,170000.00,82.92,6.281,30,Principal and Interest,5096.31,Active,10,Fair,2.96,0,false,278700.00,818694.43
HL-00342,2026-06-26,2026-07-22,NSW,Metro,House,Owner Occupied,Purchase,false,Digital,835000.00,1167000.00,332000.00,71.56,6.033,30,Principal and Interest,5023.98,Active,6,Excellent,4.22,0,false,197900.00,732510.63
HL-00343,2026-06-15,,NSW,Metro,Land,Investment,Purchase,false,Broker,1001000.00,1134000.00,133000.00,88.25,6.715,30,Principal and Interest,6469.20,Approved,8,Fair,5.83,0,false,171700.00,0.00
HL-00344,2026-06-12,2026-07-10,NT,Metro,House,Owner Occupied,Refinance,false,Direct,483000.00,736000.00,253000.00,65.67,6.560,30,Principal and Interest,3071.97,Active,5,Very Good,6.77,0,false,75000.00,420291.59
HL-00345,2026-06-06,2026-07-05,VIC,Outer Regional,Apartment,Investment,Purchase,false,Broker,359000.00,521000.00,162000.00,68.93,5.453,35,Principal and Interest,1916.85,Active,6,Excellent,6.93,0,false,75000.00,357094.10
HL-00346,2026-06-11,2026-07-28,VIC,Metro,Apartment,Owner Occupied,Purchase,false,Digital,391000.00,629000.00,238000.00,62.15,5.957,25,Principal and Interest,2508.95,Active,4,Very Good,2.52,0,false,155200.00,366515.11
HL-00347,2026-06-20,2026-08-08,SA,Metro,House,Owner Occupied,Purchase,false,Broker,291000.00,444000.00,153000.00,65.63,6.620,30,Principal and Interest,1862.34,Active,7,Excellent,6.37,0,false,75000.00,279704.56
HL-00348,2026-06-02,2026-07-07,WA,Outer Regional,Apartment,Owner Occupied,Purchase,false,Broker,608000.00,887000.00,279000.00,68.59,5.593,25,Interest Only,2833.79,Active,5,Good,2.30,0,false,264300.00,562489.96
HL-00349,2026-06-21,2026-08-01,VIC,Metro,House,Owner Occupied,Purchase,false,Direct,731000.00,795000.00,64000.00,92.00,6.453,25,Interest Only,3930.95,Active,8,Very Good,6.51,0,false,112300.00,632636.12
HL-00350,2026-06-06,,VIC,Metro,Apartment,Investment,Refinance,false,Direct,721000.00,1065000.00,344000.00,67.68,6.404,30,Principal and Interest,4511.79,Declined,6,Fair,3.09,0,false,233300.00,0.00
HL-00351,2026-06-08,,SA,Metro,House,Owner Occupied,Purchase,false,Broker,538000.00,838000.00,300000.00,64.15,5.867,35,Principal and Interest,3019.72,Approved,10,Very Good,6.29,0,false,85500.00,0.00
HL-00352,2026-06-07,,VIC,Inner Regional,House,Owner Occupied,Purchase,false,Direct,875000.00,1130000.00,255000.00,77.45,5.402,30,Principal and Interest,4914.49,Approved,7,Good,5.19,0,false,168600.00,0.00
HL-00353,2026-06-30,,VIC,Metro,Townhouse,Owner Occupied,Construction,true,Direct,824000.00,961000.00,137000.00,85.76,5.721,25,Principal and Interest,5169.41,Withdrawn,4,Good,6.01,0,false,137100.00,0.00
HL-00354,2026-06-09,,WA,Metro,House,Owner Occupied,Purchase,false,Direct,310000.00,414000.00,104000.00,74.88,5.566,30,Principal and Interest,1773.00,Withdrawn,7,Fair,3.03,0,false,102300.00,0.00
HL-00355,2026-06-02,2026-07-23,QLD,Metro,Apartment,Owner Occupied,Refinance,false,Direct,270000.00,413000.00,143000.00,65.33,5.566,30,Principal and Interest,1544.23,Active,6,Very Good,4.16,0,false,75000.00,235003.85
HL-00356,2026-06-18,2026-07-07,WA,Metro,House,Investment,Refinance,false,Digital,560000.00,822000.00,262000.00,68.13,5.456,30,Principal and Interest,3164.18,Active,6,Very Good,4.49,0,false,124700.00,521750.80
HL-00357,2026-06-11,,QLD,Metro,Apartment,Owner Occupied,Refinance,false,Broker,415000.00,629000.00,214000.00,65.98,5.867,30,Principal and Interest,2452.76,Declined,6,Excellent,6.57,0,false,75000.00,0.00
HL-00358,2026-06-19,2026-07-24,TAS,Metro,Apartment,Owner Occupied,Purchase,false,Direct,223000.00,346000.00,123000.00,64.34,6.123,30,Interest Only,1137.86,Active,4,Good,2.19,0,false,101800.00,215985.86
HL-00359,2026-06-08,2026-07-05,VIC,Metro,Townhouse,Owner Occupied,Refinance,true,Digital,511000.00,668000.00,157000.00,76.54,6.264,25,Principal and Interest,3375.33,Active,4,Good,6.94,0,false,75000.00,470178.01
HL-00360,2026-06-23,2026-07-12,VIC,Metro,House,Owner Occupied,Refinance,false,Direct,376000.00,490000.00,114000.00,76.72,5.875,25,Interest Only,1840.83,Active,7,Excellent,4.75,0,false,79200.00,339016.97
